Location,Latitude,Longitude,SeverityScore,IncidentsTotal
POINT(-79.5017 43.71816),43.718,-79.502,0.002,11
POINT(-79.57385 43.6839),43.684,-79.574,0.002,12
POINT(-79.57105 43.66268),43.663,-79.571,0.003,12
POINT(-79.5633 43.64539),43.645,-79.563,0.002,13
POINT(-79.52373 43.77494),43.775,-79.524,0.029,13
POINT(-79.58697 43.68788),43.688,-79.587,0.013,17
POINT(-79.48545 43.65176),43.652,-79.485,0.054,17
POINT(-79.58945 43.67261),43.673,-79.589,0.004,18
POINT(-79.33708 43.76763),43.768,-79.337,0.004,52
POINT(-79.4606 43.72739),43.727,-79.461,0.003,47
POINT(-79.23846 43.79357),43.794,-79.238,0.03,130
POINT(-79.36613 43.81),43.81,-79.366,0.088,48
POINT(-79.24945 43.78206),43.782,-79.249,0.006,72
POINT(-79.52702 43.73608),43.736,-79.527,0.008,82
POINT(-79.37803 43.64256),43.643,-79.378,0.01,55
POINT(-79.42527 43.77763),43.778,-79.425,0.106,36
POINT(-79.49262 43.77022),43.77,-79.493,0.119,133
POINT(-79.57053 43.6908),43.691,-79.571,0.011,148
POINT(-79.53351 43.7539),43.754,-79.534,0.026,48
POINT(-79.37007 43.64626),43.646,-79.37,0.015,52
POINT(-79.43058 43.73768),43.738,-79.431,0.003,36
POINT(-79.36439 43.65121),43.651,-79.364,0.003,3
POINT(-79.52059 43.71859),43.719,-79.521,0.001,3
POINT(-79.29207 43.71963),43.72,-79.292,0.022,3
POINT(-79.44555 43.79034),43.79,-79.446,0.005,3
POINT(-79.5336 43.61414),43.614,-79.534,0.009,3
POINT(-79.38266 43.76787),43.768,-79.383,0.008,3
POINT(-79.59389 43.69941),43.699,-79.594,0.003,3
POINT(-79.14358 43.79619),43.796,-79.144,0.002,3
POINT(-79.59092 43.7113),43.711,-79.591,0.008,3
POINT(-79.497 43.67949),43.679,-79.497,0.01,3
POINT(-79.2857 43.77504),43.775,-79.286,0.003,3
POINT(-79.3298 43.66152),43.662,-79.33,0.003,3
POINT(-79.41527 43.66427),43.664,-79.415,0.004,3
POINT(-79.39162 43.68879),43.689,-79.392,0.006,3
POINT(-79.40891 43.63448),43.634,-79.409,0.012,3
POINT(-79.39667 43.69844),43.698,-79.397,0.017,3
POINT(-79.29069 43.76349),43.763,-79.291,0.003,4
POINT(-79.2868 43.77974),43.78,-79.287,0.007,4
POINT(-79.32715 43.72388),43.724,-79.327,0.005,4
POINT(-79.18839 43.78663),43.787,-79.188,0.013,5
POINT(-79.37992 43.65495),43.655,-79.38,0.007,5
POINT(-79.51295 43.71758),43.718,-79.513,0.006,6
POINT(-79.44052 43.69192),43.692,-79.441,0.02,7
POINT(-79.40257 43.72647),43.726,-79.403,0.024,9
POINT(-79.53189 43.71531),43.715,-79.532,0.004,9
POINT(-79.43015 43.72053),43.721,-79.43,0.043,10
POINT(-79.28473 43.74701),43.747,-79.285,0.016,10
POINT(-79.50367 43.70288),43.703,-79.504,0.016,11
POINT(-79.47453 43.70969),43.71,-79.475,0.015,11
POINT(-79.48136 43.62308),43.623,-79.481,0.012,12
POINT(-79.38098 43.67161),43.672,-79.381,0.024,14
POINT(-79.55819 43.76342),43.763,-79.558,0.033,16
POINT(-79.50073 43.69075),43.691,-79.501,0.031,18
POINT(-79.40589 43.69857),43.699,-79.406,0.041,18
POINT(-79.24173 43.8017),43.802,-79.242,0.017,19
POINT(-79.43064 43.72354),43.724,-79.431,0.051,19
POINT(-79.41351 43.75043),43.75,-79.414,0.007,21
POINT(-79.39606 43.64797),43.648,-79.396,0.023,26
POINT(-79.5254 43.73179),43.732,-79.525,0.005,26
POINT(-79.38904 43.65625),43.656,-79.389,0.016,27
POINT(-79.46348 43.72637),43.726,-79.463,0.003,34
POINT(-79.40578 43.75508),43.755,-79.406,0.003,58
POINT(-79.35474 43.6481),43.648,-79.355,0.019,44
POINT(-79.53028 43.61728),43.617,-79.53,0.081,341
POINT(-79.34917 43.65373),43.654,-79.349,0.063,109
POINT(-79.35004 43.71963),43.72,-79.35,0.179,54
POINT(-79.4936 43.67139),43.671,-79.494,0.086,48
POINT(-79.39073 43.76238),43.762,-79.391,0.003,30
POINT(-79.19941 43.75682),43.757,-79.199,0.088,30
POINT(-79.41695 43.74697),43.747,-79.417,0.018,337
POINT(-79.29151 43.79057),43.791,-79.292,0.101,48
POINT(-79.4865 43.74447),43.744,-79.486,0.031,74
POINT(-79.59776 43.69169),43.692,-79.598,0.049,30
POINT(-79.55286 43.70896),43.709,-79.553,0.028,455
POINT(-79.52284 43.72197),43.722,-79.523,0.005,74
POINT(-79.55557 43.62597),43.626,-79.556,0.004,29
POINT(-79.36141 43.75888),43.759,-79.361,0.007,3
POINT(-79.55822 43.61422),43.614,-79.558,0.003,3
POINT(-79.48001 43.77278),43.773,-79.48,0.009,3
POINT(-79.42198 43.77837),43.778,-79.422,0.014,3
POINT(-79.35789 43.66125),43.661,-79.358,0.004,3
POINT(-79.39637 43.70435),43.704,-79.396,0.015,3
POINT(-79.40263 43.6963),43.696,-79.403,0.003,3
POINT(-79.24708 43.82257),43.823,-79.247,0.002,3
POINT(-79.5239 43.72117),43.721,-79.524,0.017,4
POINT(-79.31763 43.68464),43.685,-79.318,0.007,4
POINT(-79.36058 43.66199),43.662,-79.361,0.016,4
POINT(-79.3901 43.6784),43.678,-79.39,0.011,4
POINT(-79.31293 43.75846),43.758,-79.313,0.004,4
POINT(-79.28186 43.79341),43.793,-79.282,0.066,4
POINT(-79.45908 43.66454),43.665,-79.459,0.004,5
POINT(-79.43835 43.7174),43.717,-79.438,0.009,5
POINT(-79.50628 43.71237),43.712,-79.506,0.006,5
POINT(-79.56253 43.70538),43.705,-79.563,0.003,6
POINT(-79.29994 43.81957),43.82,-79.3,0.187,6
POINT(-79.4234 43.63434),43.634,-79.423,0.003,8
POINT(-79.56609 43.65077),43.651,-79.566,0.001,9
POINT(-79.28868 43.69217),43.692,-79.289,0.02,9
POINT(-79.39632 43.76087),43.761,-79.396,0.002,9
POINT(-79.37675 43.65215),43.652,-79.377,0.015,10
POINT(-79.26822 43.70705),43.707,-79.268,0.023,10
POINT(-79.60091 43.69884),43.699,-79.601,0.067,10
POINT(-79.3389 43.65841),43.658,-79.339,0.019,12
POINT(-79.42056 43.73759),43.738,-79.421,0.026,13
POINT(-79.59821 43.69683),43.697,-79.598,0.005,13
POINT(-79.41486 43.74923),43.749,-79.415,0.001,13
POINT(-79.3946 43.68813),43.688,-79.395,0.015,14
POINT(-79.38615 43.75777),43.758,-79.386,0.026,16
POINT(-79.53649 43.715),43.715,-79.536,0.008,16
POINT(-79.42921 43.63274),43.633,-79.429,0.005,16
POINT(-79.40424 43.64781),43.648,-79.404,0.023,17
POINT(-79.42383 43.72056),43.721,-79.424,0.045,17
POINT(-79.3439 43.77577),43.776,-79.344,0.014,18
POINT(-79.57184 43.66423),43.664,-79.572,0.002,20
POINT(-79.50743 43.66186),43.662,-79.507,0.047,20
POINT(-79.45264 43.63872),43.639,-79.453,0.011,24
POINT(-79.31412 43.7189),43.719,-79.314,0.052,41
POINT(-79.39325 43.64091),43.641,-79.393,0.022,66
POINT(-79.53738 43.7207),43.721,-79.537,0.056,38
POINT(-79.2852 43.77682),43.777,-79.285,0.013,37
POINT(-79.27762 43.77066),43.771,-79.278,0.071,74
POINT(-79.45213 43.70282),43.703,-79.452,0.138,134
POINT(-79.44986 43.72955),43.73,-79.45,0.006,51
POINT(-79.58019 43.71252),43.713,-79.58,0.048,31
POINT(-79.32576 43.72434),43.724,-79.326,0.035,47
POINT(-79.25983 43.79204),43.792,-79.26,0.019,34
POINT(-79.37558 43.64416),43.644,-79.376,0.009,36
POINT(-79.37132 43.64546),43.645,-79.371,0.014,51
POINT(-79.52653 43.6205),43.621,-79.527,0.052,146
POINT(-79.36198 43.64668),43.647,-79.362,0.01,3
POINT(-79.27905 43.77645),43.776,-79.279,0.001,3
POINT(-79.23912 43.74002),43.74,-79.239,0.008,3
POINT(-79.46732 43.68199),43.682,-79.467,0.004,3
POINT(-79.42486 43.74031),43.74,-79.425,0,3
POINT(-79.28953 43.67229),43.672,-79.29,0.007,3
POINT(-79.19119 43.76561),43.766,-79.191,0.009,3
POINT(-79.18488 43.76494),43.765,-79.185,0.009,3
POINT(-79.40829 43.67459),43.675,-79.408,0.004,3
POINT(-79.34494 43.74299),43.743,-79.345,0.015,3
POINT(-79.28193 43.80477),43.805,-79.282,0.005,3
POINT(-79.39495 43.7071),43.707,-79.395,0.005,3
POINT(-79.38839 43.76865),43.769,-79.388,0.009,3
POINT(-79.35645 43.66685),43.667,-79.356,0.001,4
POINT(-79.47013 43.6756),43.676,-79.47,0.006,4
POINT(-79.60533 43.6946),43.695,-79.605,0.001,4
POINT(-79.27776 43.68923),43.689,-79.278,0.011,5
POINT(-79.4552 43.67519),43.675,-79.455,0.011,5
POINT(-79.14308 43.79505),43.795,-79.143,0.014,6
POINT(-79.37801 43.71085),43.711,-79.378,0.021,7
POINT(-79.29184 43.72731),43.727,-79.292,0.018,7
POINT(-79.39202 43.6451),43.645,-79.392,0.01,7
POINT(-79.49484 43.70472),43.705,-79.495,0.012,8
POINT(-79.34681 43.77541),43.775,-79.347,0.014,8
POINT(-79.42944 43.6888),43.689,-79.429,0.022,8
POINT(-79.27808 43.77663),43.777,-79.278,0.001,9
POINT(-79.60054 43.69709),43.697,-79.601,0.008,10
POINT(-79.20753 43.80868),43.809,-79.208,0.405,10
POINT(-79.48817 43.76332),43.763,-79.488,0.013,11
POINT(-79.41267 43.63724),43.637,-79.413,0.005,12
POINT(-79.36602 43.79024),43.79,-79.366,0.035,13
POINT(-79.46867 43.63467),43.635,-79.469,0.017,14
POINT(-79.37941 43.64562),43.646,-79.379,0.024,15
POINT(-79.34113 43.65788),43.658,-79.341,0.022,17
POINT(-79.37185 43.6507),43.651,-79.372,0.022,17
POINT(-79.40586 43.65218),43.652,-79.406,0.012,17
POINT(-79.52537 43.64913),43.649,-79.525,0.026,18
POINT(-79.53753 43.73178),43.732,-79.538,0.014,19
POINT(-79.55802 43.63009),43.63,-79.558,0.003,19
POINT(-79.38553 43.66043),43.66,-79.386,0.017,19
POINT(-79.40309 43.6452),43.645,-79.403,0.014,20
POINT(-79.22022 43.73584),43.736,-79.22,0.056,27
POINT(-79.29311 43.7729),43.773,-79.293,0.004,52
POINT(-79.41541 43.77975),43.78,-79.415,0.023,40
POINT(-79.62173 43.74681),43.747,-79.622,0.028,41
POINT(-79.2453 43.755),43.755,-79.245,0.023,30
POINT(-79.50858 43.72071),43.721,-79.509,0.041,91
POINT(-79.52931 43.75481),43.755,-79.529,0.028,38
POINT(-79.32866 43.65903),43.659,-79.329,0.017,85
POINT(-79.27099 43.69498),43.695,-79.271,0.156,39
POINT(-79.46506 43.76061),43.761,-79.465,0.053,67
POINT(-79.538 43.77207),43.772,-79.538,0.025,38
POINT(-79.53801 43.73317),43.733,-79.538,0.034,38
POINT(-79.54351 43.71927),43.719,-79.544,0.255,167
POINT(-79.29176 43.7733),43.773,-79.292,0.003,40
POINT(-79.24331 43.82655),43.827,-79.243,0.011,3
POINT(-79.57347 43.64312),43.643,-79.573,0.008,3
POINT(-79.28144 43.76744),43.767,-79.281,0.004,3
POINT(-79.41843 43.63555),43.636,-79.418,0.001,3
POINT(-79.32796 43.69413),43.694,-79.328,0.007,3
POINT(-79.26197 43.79751),43.798,-79.262,0.005,3
POINT(-79.24487 43.74379),43.744,-79.245,0.006,3
POINT(-79.35231 43.81316),43.813,-79.352,0.001,3
POINT(-79.30269 43.76738),43.767,-79.303,0.007,3
POINT(-79.42679 43.70722),43.707,-79.427,0.008,3
POINT(-79.31504 43.7096),43.71,-79.315,0.07,3
POINT(-79.43847 43.71725),43.717,-79.438,0.003,3
POINT(-79.38145 43.73329),43.733,-79.381,0.005,3
POINT(-79.35314 43.76702),43.767,-79.353,0.001,3
POINT(-79.33934 43.77015),43.77,-79.339,0.005,3
POINT(-79.33738 43.77577),43.776,-79.337,0.006,3
POINT(-79.30436 43.81118),43.811,-79.304,0.019,4
POINT(-79.43539 43.73533),43.735,-79.435,0.001,4
POINT(-79.37549 43.70669),43.707,-79.375,0.009,4
POINT(-79.52495 43.7376),43.738,-79.525,0.003,4
POINT(-79.38648 43.67252),43.673,-79.386,0.008,5
POINT(-79.49369 43.77454),43.775,-79.494,0.006,5
POINT(-79.55142 43.61236),43.612,-79.551,0.003,6
POINT(-79.20543 43.79531),43.795,-79.205,0.001,6
POINT(-79.26837 43.7508),43.751,-79.268,0.012,6
POINT(-79.54311 43.59214),43.592,-79.543,0.026,6
POINT(-79.24642 43.78262),43.783,-79.246,0.001,6
POINT(-79.23151 43.77592),43.776,-79.232,0.009,6
POINT(-79.23267 43.77866),43.779,-79.233,0.013,6
POINT(-79.45956 43.67035),43.67,-79.46,0.011,6
POINT(-79.34467 43.79898),43.799,-79.345,0.003,6
POINT(-79.35464 43.79252),43.793,-79.355,0.008,7
POINT(-79.52419 43.61599),43.616,-79.524,0.009,8
POINT(-79.44146 43.73051),43.731,-79.441,0.001,8
POINT(-79.62915 43.74413),43.744,-79.629,0.003,8
POINT(-79.58398 43.7145),43.715,-79.584,0.03,8
POINT(-79.39055 43.67953),43.68,-79.391,0.013,9
POINT(-79.47735 43.70604),43.706,-79.477,0.088,9
POINT(-79.53474 43.63998),43.64,-79.535,0.01,9
POINT(-79.49064 43.62502),43.625,-79.491,0.004,10
POINT(-79.55138 43.61016),43.61,-79.551,0.022,10
POINT(-79.26392 43.77708),43.777,-79.264,0.036,11
POINT(-79.30148 43.8114),43.811,-79.301,0.032,12
POINT(-79.45094 43.73619),43.736,-79.451,0.011,12
POINT(-79.56003 43.63825),43.638,-79.56,0.003,12
POINT(-79.38936 43.66984),43.67,-79.389,0.009,14
POINT(-79.55017 43.67727),43.677,-79.55,0.016,15
POINT(-79.44068 43.76512),43.765,-79.441,0.086,17
POINT(-79.564 43.76594),43.766,-79.564,0.013,17
POINT(-79.407 43.63739),43.637,-79.407,0.005,18
POINT(-79.34788 43.65082),43.651,-79.348,0.007,18
POINT(-79.58176 43.74305),43.743,-79.582,0.022,20
POINT(-79.28069 43.76478),43.765,-79.281,0.023,21
POINT(-79.48135 43.72222),43.722,-79.481,0.005,83
POINT(-79.43009 43.71926),43.719,-79.43,0.031,52
POINT(-79.33982 43.77584),43.776,-79.34,0.007,43
POINT(-79.55452 43.62288),43.623,-79.555,0.037,457
POINT(-79.33658 43.76224),43.762,-79.337,0.028,190
POINT(-79.46756 43.67254),43.673,-79.468,0.023,39
POINT(-79.28483 43.77536),43.775,-79.285,0.009,85
POINT(-79.53326 43.766),43.766,-79.533,0.007,58
POINT(-79.33558 43.75798),43.758,-79.336,0.006,31
POINT(-79.45247 43.72904),43.729,-79.452,0.002,41
POINT(-79.28888 43.77408),43.774,-79.289,0.018,292
POINT(-79.33065 43.75997),43.76,-79.331,0.163,85
POINT(-79.2726 43.77767),43.778,-79.273,0,3
POINT(-79.15052 43.79548),43.795,-79.151,0.001,3
POINT(-79.35678 43.67399),43.674,-79.357,0.006,3
POINT(-79.50485 43.70691),43.707,-79.505,0.008,3
POINT(-79.44801 43.65203),43.652,-79.448,0.007,3
POINT(-79.52919 43.61516),43.615,-79.529,0.007,3
POINT(-79.21876 43.74293),43.743,-79.219,0.005,3
POINT(-79.45833 43.6837),43.684,-79.458,0.004,3
POINT(-79.25561 43.77864),43.779,-79.256,0.008,3
POINT(-79.40413 43.69975),43.7,-79.404,0.014,3
POINT(-79.38349 43.64219),43.642,-79.383,0.005,3
POINT(-79.6257 43.75294),43.753,-79.626,0.005,3
POINT(-79.33855 43.76885),43.769,-79.339,0.002,3
POINT(-79.27021 43.73773),43.738,-79.27,0.018,3
POINT(-79.36594 43.65922),43.659,-79.366,0.009,4
POINT(-79.58715 43.67003),43.67,-79.587,0.001,4
POINT(-79.31787 43.70106),43.701,-79.318,0.005,4
POINT(-79.51471 43.65497),43.655,-79.515,0.027,4
POINT(-79.44824 43.63824),43.638,-79.448,0.001,4
POINT(-79.56837 43.74604),43.746,-79.568,0.004,4
POINT(-79.34692 43.64966),43.65,-79.347,0.021,4
POINT(-79.34962 43.73601),43.736,-79.35,0.019,5
POINT(-79.29774 43.80291),43.803,-79.298,0.016,6
POINT(-79.23495 43.72311),43.723,-79.235,0.018,7
POINT(-79.38611 43.66153),43.662,-79.386,0.014,7
POINT(-79.5512 43.63137),43.631,-79.551,0.01,7
POINT(-79.41128 43.68464),43.685,-79.411,0.011,8
POINT(-79.23956 43.79353),43.794,-79.24,0.01,9
POINT(-79.48117 43.62768),43.628,-79.481,0.002,9
POINT(-79.43966 43.66986),43.67,-79.44,0.04,9
POINT(-79.30536 43.77307),43.773,-79.305,0.028,9
POINT(-79.31922 43.70006),43.7,-79.319,0.006,9
POINT(-79.40149 43.64114),43.641,-79.401,0.013,9
POINT(-79.42752 43.63962),43.64,-79.428,0.012,10
POINT(-79.38089 43.66569),43.666,-79.381,0.027,11
POINT(-79.55016 43.7248),43.725,-79.55,0.031,11
POINT(-79.59543 43.68241),43.682,-79.595,0.002,11
POINT(-79.30549 43.77012),43.77,-79.305,0.002,12
POINT(-79.28549 43.69718),43.697,-79.285,0.12,13
POINT(-79.5257 43.73301),43.733,-79.526,0.003,14
POINT(-79.52081 43.7566),43.757,-79.521,0.014,14
POINT(-79.37144 43.64939),43.649,-79.371,0.008,15
POINT(-79.44262 43.73165),43.732,-79.443,0.001,15
POINT(-79.46496 43.78836),43.788,-79.465,0.04,17
POINT(-79.51976 43.6358),43.636,-79.52,0.037,18
POINT(-79.56265 43.64524),43.645,-79.563,0.004,19
POINT(-79.57795 43.70142),43.701,-79.578,0.041,20
POINT(-79.61836 43.73505),43.735,-79.618,0.013,21
POINT(-79.25158 43.77183),43.772,-79.252,0.021,25
POINT(-79.60065 43.75846),43.758,-79.601,0.045,28
POINT(-79.24261 43.81261),43.813,-79.243,0.027,35
POINT(-79.51752 43.75678),43.757,-79.518,0.043,29
POINT(-79.54428 43.59119),43.591,-79.544,0.148,35
POINT(-79.2915 43.80254),43.803,-79.291,0.671,175
POINT(-79.44705 43.73028),43.73,-79.447,0.004,52
POINT(-79.52803 43.71493),43.715,-79.528,0.014,345
POINT(-79.40557 43.69768),43.698,-79.406,0.047,35
POINT(-79.36728 43.64639),43.646,-79.367,0.031,129
POINT(-79.34512 43.81469),43.815,-79.345,0.11,88
POINT(-79.31924 43.76849),43.768,-79.319,0.005,50
POINT(-79.55678 43.71887),43.719,-79.557,0.086,29
POINT(-79.53769 43.71273),43.713,-79.538,0.15,3487
POINT(-79.5348 43.71358),43.714,-79.535,0.008,167
POINT(-79.627 43.74987),43.75,-79.627,0.017,3
POINT(-79.31323 43.75211),43.752,-79.313,0.006,3
POINT(-79.55708 43.6165),43.617,-79.557,0.013,3
POINT(-79.57879 43.69023),43.69,-79.579,0.003,3
POINT(-79.24786 43.73696),43.737,-79.248,0.004,3
POINT(-79.51159 43.62423),43.624,-79.512,0.004,3
POINT(-79.34539 43.70708),43.707,-79.345,0.006,3
POINT(-79.53086 43.73911),43.739,-79.531,0.008,3
POINT(-79.55855 43.63402),43.634,-79.559,0.001,3
POINT(-79.58652 43.66868),43.669,-79.587,0.001,3
POINT(-79.18711 43.77125),43.771,-79.187,0.006,3
POINT(-79.53788 43.68012),43.68,-79.538,0.006,3
POINT(-79.50911 43.61374),43.614,-79.509,0.003,3
POINT(-79.33921 43.65441),43.654,-79.339,0.004,3
POINT(-79.4187 43.72991),43.73,-79.419,0.004,3
POINT(-79.25031 43.81141),43.811,-79.25,0.008,3
POINT(-79.45497 43.71542),43.715,-79.455,0.005,3
POINT(-79.5454 43.59003),43.59,-79.545,0.009,3
POINT(-79.46443 43.66505),43.665,-79.464,0.004,3
POINT(-79.1623 43.78869),43.789,-79.162,0.02,3
POINT(-79.60172 43.71866),43.719,-79.602,0.008,3
POINT(-79.49919 43.68589),43.686,-79.499,0.015,3
POINT(-79.61013 43.74408),43.744,-79.61,0.006,3
POINT(-79.42068 43.79784),43.798,-79.421,0.004,4
POINT(-79.21075 43.79472),43.795,-79.211,0.001,4
POINT(-79.63041 43.74996),43.75,-79.63,0.001,4
POINT(-79.43587 43.63344),43.633,-79.436,0.002,5
POINT(-79.44529 43.66699),43.667,-79.445,0.011,6
POINT(-79.3317 43.804),43.804,-79.332,0.018,6
POINT(-79.3828 43.66133),43.661,-79.383,0.009,6
POINT(-79.37155 43.69655),43.697,-79.372,0.005,6
POINT(-79.29605 43.72619),43.726,-79.296,0.018,7
POINT(-79.38758 43.76495),43.765,-79.388,0.007,7
POINT(-79.49037 43.76103),43.761,-79.49,0.017,7
POINT(-79.38469 43.65804),43.658,-79.385,0.011,9
POINT(-79.4183 43.72902),43.729,-79.418,0.018,9
POINT(-79.54294 43.68888),43.689,-79.543,0.01,9
POINT(-79.49901 43.6851),43.685,-79.499,0.014,9
POINT(-79.55002 43.70434),43.704,-79.55,0.016,9
POINT(-79.27245 43.74306),43.743,-79.272,0.054,11
POINT(-79.37725 43.71249),43.712,-79.377,0.017,11
POINT(-79.60076 43.73484),43.735,-79.601,0.025,13
POINT(-79.4787 43.62898),43.629,-79.479,0.005,16
POINT(-79.37548 43.76566),43.766,-79.375,0.002,17
POINT(-79.57077 43.75874),43.759,-79.571,0.048,19
POINT(-79.39043 43.70846),43.708,-79.39,0.032,20
POINT(-79.35882 43.67633),43.676,-79.359,0.02,20
POINT(-79.49205 43.7675),43.768,-79.492,0.019,21
POINT(-79.50456 43.70578),43.706,-79.505,0.046,21
POINT(-79.3358 43.76753),43.768,-79.336,0.003,22
POINT(-79.51503 43.74696),43.747,-79.515,0.075,22
POINT(-79.55526 43.62692),43.627,-79.555,0.011,23
POINT(-79.36011 43.75358),43.754,-79.36,0.037,24
POINT(-79.3754 43.65221),43.652,-79.375,0.015,27
POINT(-79.34202 43.78685),43.787,-79.342,0.009,28
POINT(-79.37286 43.76562),43.766,-79.373,0.004,57
POINT(-79.50752 43.71771),43.718,-79.508,0.005,109
POINT(-79.24241 43.78387),43.784,-79.242,0.004,33
POINT(-79.33892 43.73808),43.738,-79.339,0.125,86
POINT(-79.54038 43.61526),43.615,-79.54,0.007,36
POINT(-79.46921 43.77843),43.778,-79.469,0.052,30
POINT(-79.36193 43.76615),43.766,-79.362,0.006,126
POINT(-79.31614 43.79752),43.798,-79.316,0.007,3
POINT(-79.33657 43.75819),43.758,-79.337,0.002,3
POINT(-79.45524 43.74254),43.743,-79.455,0.002,3
POINT(-79.46846 43.71945),43.719,-79.468,0.005,3
POINT(-79.33403 43.81136),43.811,-79.334,0.01,3
POINT(-79.4468 43.68531),43.685,-79.447,0.006,3
POINT(-79.29787 43.7134),43.713,-79.298,0.009,3
POINT(-79.63479 43.75125),43.751,-79.635,0.005,3
POINT(-79.37951 43.64965),43.65,-79.38,0.006,3
POINT(-79.43754 43.70309),43.703,-79.438,0.002,3
POINT(-79.59543 43.68678),43.687,-79.595,0.004,3
POINT(-79.40474 43.75555),43.756,-79.405,0,3
POINT(-79.35614 43.66591),43.666,-79.356,0.002,3
POINT(-79.57497 43.64277),43.643,-79.575,0.015,3
POINT(-79.37862 43.65369),43.654,-79.379,0.005,3
POINT(-79.40808 43.69435),43.694,-79.408,0.01,3
POINT(-79.25678 43.78587),43.786,-79.257,0.004,3
POINT(-79.44018 43.79364),43.794,-79.44,0.027,3
POINT(-79.33421 43.65655),43.657,-79.334,0.003,3
POINT(-79.54512 43.76381),43.764,-79.545,0.007,3
POINT(-79.43451 43.65773),43.658,-79.435,0.006,3
POINT(-79.45412 43.71246),43.712,-79.454,0.004,3
POINT(-79.25427 43.7511),43.751,-79.254,0.023,4
POINT(-79.61493 43.70982),43.71,-79.615,0.001,4
POINT(-79.38986 43.6709),43.671,-79.39,0.007,4
POINT(-79.51132 43.72048),43.72,-79.511,0.007,4
POINT(-79.43182 43.7189),43.719,-79.432,0.013,5
POINT(-79.34958 43.72122),43.721,-79.35,0.03,6
POINT(-79.30039 43.75931),43.759,-79.3,0.012,6
POINT(-79.25003 43.78186),43.782,-79.25,0.002,6
POINT(-79.34573 43.65054),43.651,-79.346,0.011,7
POINT(-79.40208 43.72523),43.725,-79.402,0.005,7
POINT(-79.38129 43.65164),43.652,-79.381,0.006,7
POINT(-79.38248 43.67123),43.671,-79.382,0.007,7
POINT(-79.27381 43.69449),43.694,-79.274,0.013,8
POINT(-79.48965 43.7637),43.764,-79.49,0.013,8
POINT(-79.56783 43.69207),43.692,-79.568,0.005,9
POINT(-79.2113 43.75105),43.751,-79.211,0.073,9
POINT(-79.3862 43.66061),43.661,-79.386,0.043,11
POINT(-79.31384 43.74154),43.742,-79.314,0.008,11
POINT(-79.45253 43.70439),43.704,-79.453,0.022,12
POINT(-79.54842 43.60938),43.609,-79.548,0.015,13
POINT(-79.48924 43.70194),43.702,-79.489,0.026,13
POINT(-79.37381 43.64505),43.645,-79.374,0.004,14
POINT(-79.26054 43.79364),43.794,-79.261,0.031,14
POINT(-79.47457 43.72403),43.724,-79.475,0.004,15
POINT(-79.45485 43.6415),43.642,-79.455,0.041,16
POINT(-79.47601 43.78572),43.786,-79.476,0.07,18
POINT(-79.24115 43.79878),43.799,-79.241,0.009,19
POINT(-79.38521 43.65056),43.651,-79.385,0.018,20
POINT(-79.37463 43.64427),43.644,-79.375,0.015,21
POINT(-79.31935 43.76772),43.768,-79.319,0.008,22
POINT(-79.48563 43.62603),43.626,-79.486,0.004,23
POINT(-79.37956 43.64669),43.647,-79.38,0.015,23
POINT(-79.38374 43.64004),43.64,-79.384,0.007,38
POINT(-79.44826 43.73009),43.73,-79.448,0.008,132
POINT(-79.36087 43.68747),43.687,-79.361,0.012,68
POINT(-79.58136 43.71397),43.714,-79.581,0.023,63
POINT(-79.35621 43.64911),43.649,-79.356,0.022,124
POINT(-79.34229 43.78811),43.788,-79.342,0.007,35
POINT(-79.54415 43.61478),43.615,-79.544,0.013,60
POINT(-79.52356 43.72363),43.724,-79.524,0.007,50
POINT(-79.35943 43.7148),43.715,-79.359,0.052,39
POINT(-79.54166 43.71214),43.712,-79.542,0.005,118
POINT(-79.51567 43.71639),43.716,-79.516,0.003,38
POINT(-79.41087 43.66435),43.664,-79.411,0.005,3
POINT(-79.44545 43.68396),43.684,-79.445,0.007,3
POINT(-79.58034 43.67238),43.672,-79.58,0,3
POINT(-79.6267 43.7343),43.734,-79.627,0.001,3
POINT(-79.2821 43.76558),43.766,-79.282,0.005,3
POINT(-79.48285 43.66878),43.669,-79.483,0.006,3
POINT(-79.48538 43.69357),43.694,-79.485,0.004,3
POINT(-79.47025 43.63723),43.637,-79.47,0.006,3
POINT(-79.52334 43.64472),43.645,-79.523,0.004,3
POINT(-79.58903 43.67228),43.672,-79.589,0.002,3
POINT(-79.14072 43.80016),43.8,-79.141,0,3
POINT(-79.2942 43.74411),43.744,-79.294,0.008,3
POINT(-79.30947 43.66832),43.668,-79.309,0.008,3
POINT(-79.39313 43.76576),43.766,-79.393,0.011,4
POINT(-79.45096 43.69733),43.697,-79.451,0.007,4
POINT(-79.50324 43.70075),43.701,-79.503,0.02,5
POINT(-79.41132 43.7691),43.769,-79.411,0.018,6
POINT(-79.39747 43.70688),43.707,-79.397,0.025,6
POINT(-79.47999 43.75477),43.755,-79.48,0.007,6
POINT(-79.34165 43.66482),43.665,-79.342,0.008,6
POINT(-79.4717 43.69095),43.691,-79.472,0.019,6
POINT(-79.49804 43.7184),43.718,-79.498,0.002,7
POINT(-79.45519 43.71651),43.717,-79.455,0.023,7
POINT(-79.51291 43.6866),43.687,-79.513,0.023,7
POINT(-79.56216 43.61242),43.612,-79.562,0.009,8
POINT(-79.58024 43.73996),43.74,-79.58,0.013,8
