Location,Latitude,Longitude,SeverityScore,IncidentsTotal
POINT(-79.41394 43.7499),43.75,-79.414,0.01,172
POINT(-79.49449 43.78134),43.781,-79.494,0.032,131
POINT(-79.28187 43.76876),43.769,-79.282,0.048,52
POINT(-79.29342 43.74576),43.746,-79.293,0.005,3
POINT(-79.36002 43.69024),43.69,-79.36,0.001,3
POINT(-79.61998 43.74675),43.747,-79.62,0.007,3
POINT(-79.435 43.74158),43.742,-79.435,0.008,3
POINT(-79.34793 43.69787),43.698,-79.348,0.003,3
POINT(-79.40041 43.63611),43.636,-79.4,0.002,3
POINT(-79.62824 43.73429),43.734,-79.628,0.001,3
POINT(-79.40077 43.63926),43.639,-79.401,0.005,3
POINT(-79.47513 43.68004),43.68,-79.475,0.004,3
POINT(-79.36217 43.70719),43.707,-79.362,0.009,3
POINT(-79.26571 43.70138),43.701,-79.266,0.006,3
POINT(-79.4706 43.69117),43.691,-79.471,0.013,3
POINT(-79.4514 43.67105),43.671,-79.451,0.005,3
POINT(-79.27555 43.75111),43.751,-79.276,0.006,3
POINT(-79.24701 43.76038),43.76,-79.247,0.004,3
POINT(-79.54612 43.69598),43.696,-79.546,0.005,4
POINT(-79.26456 43.8034),43.803,-79.265,0.011,4
POINT(-79.27754 43.80568),43.806,-79.278,0.006,4
POINT(-79.36026 43.71423),43.714,-79.36,0.009,4
POINT(-79.31525 43.70309),43.703,-79.315,0.01,5
POINT(-79.56628 43.73745),43.737,-79.566,0.011,5
POINT(-79.53236 43.70642),43.706,-79.532,0.013,5
POINT(-79.33669 43.71539),43.715,-79.337,0.013,6
POINT(-79.33322 43.75932),43.759,-79.333,0.01,6
POINT(-79.39653 43.66833),43.668,-79.397,0.014,7
POINT(-79.44694 43.69641),43.696,-79.447,0.03,8
POINT(-79.32309 43.7754),43.775,-79.323,0.009,9
POINT(-79.58272 43.71416),43.714,-79.583,0.012,9
POINT(-79.41129 43.66561),43.666,-79.411,0.011,10
POINT(-79.26578 43.77945),43.779,-79.266,0.005,13
POINT(-79.34811 43.65651),43.657,-79.348,0.011,13
POINT(-79.54153 43.63457),43.635,-79.542,0.093,13
POINT(-79.39049 43.65911),43.659,-79.39,0.016,16
POINT(-79.40292 43.63579),43.636,-79.403,0.021,16
POINT(-79.54326 43.77055),43.771,-79.543,0.016,16
POINT(-79.4801 43.68331),43.683,-79.48,0.015,17
POINT(-79.27136 43.71411),43.714,-79.271,0.019,19
POINT(-79.45632 43.72078),43.721,-79.456,0.027,25
POINT(-79.46259 43.69458),43.695,-79.463,0.079,28
POINT(-79.50475 43.71799),43.718,-79.505,0.006,86
POINT(-79.40337 43.75664),43.757,-79.403,0.007,94
POINT(-79.61434 43.75542),43.755,-79.614,0.014,29
POINT(-79.62422 43.7348),43.735,-79.624,0.054,54
POINT(-79.48399 43.72196),43.722,-79.484,0.004,46
POINT(-79.45914 43.72772),43.728,-79.459,0.003,50
POINT(-79.4961 43.71952),43.72,-79.496,0.009,199
POINT(-79.52062 43.60697),43.607,-79.521,0.032,54
POINT(-79.38943 43.65759),43.658,-79.389,0.024,31
POINT(-79.49398 43.77534),43.775,-79.494,0.094,110
POINT(-79.39066 43.63871),43.639,-79.391,0.008,38
POINT(-79.37833 43.65078),43.651,-79.378,0.003,3
POINT(-79.25905 43.79221),43.792,-79.259,0.039,3
POINT(-79.55901 43.70381),43.704,-79.559,0.001,3
POINT(-79.49605 43.62449),43.624,-79.496,0.001,3
POINT(-79.43864 43.75634),43.756,-79.439,0.005,3
POINT(-79.48828 43.78295),43.783,-79.488,0.004,3
POINT(-79.57149 43.75978),43.76,-79.571,0.007,3
POINT(-79.48716 43.61768),43.618,-79.487,0.006,3
POINT(-79.45672 43.71359),43.714,-79.457,0.005,3
POINT(-79.60032 43.72775),43.728,-79.6,0.012,3
POINT(-79.41936 43.7323),43.732,-79.419,0.008,3
POINT(-79.5655 43.64504),43.645,-79.565,0.002,3
POINT(-79.24889 43.78466),43.785,-79.249,0.012,3
POINT(-79.62256 43.74715),43.747,-79.623,0.003,3
POINT(-79.31381 43.70421),43.704,-79.314,0.007,4
POINT(-79.27678 43.77054),43.771,-79.277,0.017,5
POINT(-79.30312 43.72648),43.726,-79.303,0.004,5
POINT(-79.53662 43.61883),43.619,-79.537,0.054,5
POINT(-79.28803 43.72888),43.729,-79.288,0.012,6
POINT(-79.53502 43.64099),43.641,-79.535,0.01,6
POINT(-79.37568 43.64795),43.648,-79.376,0.012,6
POINT(-79.36053 43.75614),43.756,-79.361,0.015,7
POINT(-79.51139 43.73279),43.733,-79.511,0.023,7
POINT(-79.39722 43.7259),43.726,-79.397,0.008,7
POINT(-79.33117 43.70713),43.707,-79.331,0.002,7
POINT(-79.48887 43.76517),43.765,-79.489,0.017,7
POINT(-79.2381 43.78494),43.785,-79.238,0.002,7
POINT(-79.3314 43.79319),43.793,-79.331,0.017,8
POINT(-79.51296 43.62051),43.621,-79.513,0.001,8
POINT(-79.40156 43.66716),43.667,-79.402,0.013,9
POINT(-79.40295 43.6757),43.676,-79.403,0.019,9
POINT(-79.23098 43.7743),43.774,-79.231,0.016,9
POINT(-79.53747 43.64669),43.647,-79.537,0.037,9
POINT(-79.37553 43.76936),43.769,-79.376,0.022,10
POINT(-79.54408 43.75763),43.758,-79.544,0.011,10
POINT(-79.5225 43.71554),43.716,-79.522,0.003,10
POINT(-79.20952 43.79485),43.795,-79.21,0.001,11
POINT(-79.53251 43.76332),43.763,-79.533,0.003,11
POINT(-79.40582 43.74026),43.74,-79.406,0.022,12
POINT(-79.48672 43.72114),43.721,-79.487,0.002,12
POINT(-79.3067 43.7346),43.735,-79.307,0.041,13
POINT(-79.41088 43.75945),43.759,-79.411,0.019,14
POINT(-79.45527 43.72809),43.728,-79.455,0.004,14
POINT(-79.37426 43.76527),43.765,-79.374,0.006,16
POINT(-79.42074 43.63514),43.635,-79.421,0.005,16
POINT(-79.29971 43.77132),43.771,-79.3,0.003,19
POINT(-79.33039 43.72632),43.726,-79.33,0.006,20
POINT(-79.5911 43.67695),43.677,-79.591,0.016,26
POINT(-79.26104 43.79504),43.795,-79.261,0.037,26
POINT(-79.38767 43.76305),43.763,-79.388,0.03,577
POINT(-79.33732 43.655),43.655,-79.337,0.05,256
POINT(-79.30471 43.7299),43.73,-79.305,0.164,43
POINT(-79.55305 43.61091),43.611,-79.553,0.009,31
POINT(-79.56478 43.6971),43.697,-79.565,0.005,66
POINT(-79.56775 43.65492),43.655,-79.568,0.004,33
POINT(-79.54976 43.61336),43.613,-79.55,0.022,59
POINT(-79.50969 43.66092),43.661,-79.51,0.136,148
POINT(-79.48358 43.73339),43.733,-79.484,0.074,99
POINT(-79.5262 43.73459),43.735,-79.526,0.006,32
POINT(-79.50861 43.71764),43.718,-79.509,0.006,96
POINT(-79.51448 43.62344),43.623,-79.514,0.017,29
POINT(-79.39749 43.69786),43.698,-79.397,0.009,3
POINT(-79.46919 43.65272),43.653,-79.469,0.006,3
POINT(-79.40821 43.65777),43.658,-79.408,0.009,3
POINT(-79.37771 43.71429),43.714,-79.378,0.006,3
POINT(-79.4648 43.75704),43.757,-79.465,0.003,3
POINT(-79.53726 43.72201),43.722,-79.537,0.002,3
POINT(-79.24128 43.80056),43.801,-79.241,0.002,3
POINT(-79.53596 43.73424),43.734,-79.536,0.006,3
POINT(-79.40866 43.76371),43.764,-79.409,0.005,3
POINT(-79.35762 43.67009),43.67,-79.358,0.001,3
POINT(-79.51568 43.70012),43.7,-79.516,0.006,4
POINT(-79.27473 43.72229),43.722,-79.275,0.011,4
POINT(-79.27145 43.6874),43.687,-79.271,0.004,4
POINT(-79.55302 43.68194),43.682,-79.553,0.008,5
POINT(-79.47432 43.67107),43.671,-79.474,0.01,6
POINT(-79.26666 43.80832),43.808,-79.267,0.009,6
POINT(-79.25189 43.78162),43.782,-79.252,0.001,7
POINT(-79.53845 43.73481),43.735,-79.538,0.033,9
POINT(-79.35026 43.71917),43.719,-79.35,0.039,9
POINT(-79.50748 43.71663),43.717,-79.507,0.005,9
POINT(-79.33527 43.75639),43.756,-79.335,0.005,9
POINT(-79.48928 43.76607),43.766,-79.489,0.035,11
POINT(-79.42808 43.73914),43.739,-79.428,0.001,12
POINT(-79.34929 43.71303),43.713,-79.349,0.157,12
POINT(-79.37267 43.64263),43.643,-79.373,0.021,14
POINT(-79.51809 43.71572),43.716,-79.518,0.003,16
POINT(-79.31655 43.76849),43.768,-79.317,0.002,17
POINT(-79.5733 43.68512),43.685,-79.573,0.004,96
POINT(-79.47574 43.72384),43.724,-79.476,0.003,33
POINT(-79.54447 43.71123),43.711,-79.544,0.005,112
POINT(-79.56656 43.7114),43.711,-79.567,0.018,87
POINT(-79.44013 43.63526),43.635,-79.44,0.011,72
POINT(-79.57284 43.68619),43.686,-79.573,0.004,55
POINT(-79.57428 43.68357),43.684,-79.574,0.004,84
POINT(-79.36213 43.68254),43.683,-79.362,0.01,35
POINT(-79.52379 43.72496),43.725,-79.524,0.007,63
POINT(-79.60059 43.7185),43.719,-79.601,0.004,3
POINT(-79.42794 43.63144),43.631,-79.428,0.005,3
POINT(-79.35546 43.65735),43.657,-79.355,0.007,3
POINT(-79.51396 43.62143),43.621,-79.514,0.003,3
POINT(-79.34866 43.72442),43.724,-79.349,0.049,3
POINT(-79.33423 43.754),43.754,-79.334,0.001,3
POINT(-79.35266 43.65747),43.657,-79.353,0.001,3
POINT(-79.57083 43.67379),43.674,-79.571,0.004,3
POINT(-79.55678 43.61415),43.614,-79.557,0.006,3
POINT(-79.25341 43.78163),43.782,-79.253,0,3
POINT(-79.3107 43.74194),43.742,-79.311,0.004,3
POINT(-79.38348 43.67049),43.67,-79.383,0.005,3
POINT(-79.56475 43.64829),43.648,-79.565,0.001,3
POINT(-79.59802 43.68371),43.684,-79.598,0,3
POINT(-79.29907 43.78293),43.783,-79.299,0.012,4
POINT(-79.44866 43.77274),43.773,-79.449,0.01,4
POINT(-79.27922 43.77456),43.775,-79.279,0.041,4
POINT(-79.42507 43.70426),43.704,-79.425,0.023,4
POINT(-79.48955 43.75769),43.758,-79.49,0.016,4
POINT(-79.24322 43.8133),43.813,-79.243,0.014,4
POINT(-79.28627 43.77885),43.779,-79.286,0.016,5
POINT(-79.31513 43.74151),43.742,-79.315,0.007,5
POINT(-79.50888 43.7224),43.722,-79.509,0.011,5
POINT(-79.41717 43.78681),43.787,-79.417,0.011,5
POINT(-79.47297 43.67),43.67,-79.473,0.014,5
POINT(-79.37686 43.64095),43.641,-79.377,0.006,5
POINT(-79.51816 43.59791),43.598,-79.518,0.035,6
POINT(-79.54741 43.61102),43.611,-79.547,0.01,6
POINT(-79.52217 43.7564),43.756,-79.522,0.007,6
POINT(-79.44789 43.70082),43.701,-79.448,0.028,7
POINT(-79.52681 43.61781),43.618,-79.527,0.001,7
POINT(-79.31912 43.67285),43.673,-79.319,0.014,7
POINT(-79.27811 43.78533),43.785,-79.278,0.017,8
POINT(-79.33928 43.7225),43.723,-79.339,0.022,9
POINT(-79.46593 43.76477),43.765,-79.466,0.017,11
POINT(-79.38946 43.64389),43.644,-79.389,0.016,14
POINT(-79.47317 43.67827),43.678,-79.473,0.029,16
POINT(-79.27849 43.73187),43.732,-79.278,0.073,16
POINT(-79.31628 43.79667),43.797,-79.316,0.061,18
POINT(-79.55229 43.6299),43.63,-79.552,0.019,19
POINT(-79.57145 43.69206),43.692,-79.571,0.014,21
POINT(-79.56915 43.69196),43.692,-79.569,0.009,162
POINT(-79.47603 43.63149),43.631,-79.476,0.012,74
POINT(-79.41543 43.74839),43.748,-79.415,0.005,90
POINT(-79.54149 43.74797),43.748,-79.541,0.053,45
POINT(-79.43462 43.73557),43.736,-79.435,0.011,196
POINT(-79.42217 43.74293),43.743,-79.422,0.004,66
POINT(-79.25905 43.78025),43.78,-79.259,0.005,54
POINT(-79.37035 43.64344),43.643,-79.37,0.268,292
POINT(-79.41554 43.72229),43.722,-79.416,0.018,29
POINT(-79.27108 43.76782),43.768,-79.271,0.024,37
POINT(-79.41089 43.76067),43.761,-79.411,0.016,29
POINT(-79.55119 43.70976),43.71,-79.551,0.011,380
POINT(-79.55555 43.70815),43.708,-79.556,0.006,89
POINT(-79.4937 43.7198),43.72,-79.494,0.007,109
POINT(-79.29723 43.77178),43.772,-79.297,0.004,44
POINT(-79.32744 43.76841),43.768,-79.327,0.005,36
POINT(-79.59639 43.71771),43.718,-79.596,0.007,3
POINT(-79.35466 43.73478),43.735,-79.355,0.005,3
POINT(-79.53366 43.69856),43.699,-79.534,0.006,3
POINT(-79.4264 43.63718),43.637,-79.426,0.004,3
POINT(-79.4843 43.63024),43.63,-79.484,0.005,3
POINT(-79.26922 43.81186),43.812,-79.269,0.01,3
POINT(-79.28439 43.77304),43.773,-79.284,0.009,3
POINT(-79.37938 43.66167),43.662,-79.379,0.007,3
POINT(-79.35345 43.649),43.649,-79.353,0.001,3
POINT(-79.43314 43.72662),43.727,-79.433,0.031,3
POINT(-79.37951 43.72383),43.724,-79.38,0.004,3
POINT(-79.49835 43.68319),43.683,-79.498,0.005,3
POINT(-79.36119 43.70461),43.705,-79.361,0.02,3
POINT(-79.24236 43.72068),43.721,-79.242,0.018,3
POINT(-79.58125 43.6727),43.673,-79.581,0.001,3
POINT(-79.5202 43.73784),43.738,-79.52,0.011,4
POINT(-79.34923 43.69058),43.691,-79.349,0.01,4
POINT(-79.3874 43.652),43.652,-79.387,0.005,4
POINT(-79.34317 43.65087),43.651,-79.343,0.011,4
POINT(-79.4568 43.69427),43.694,-79.457,0.017,4
POINT(-79.48281 43.7839),43.784,-79.483,0.004,4
POINT(-79.34831 43.73612),43.736,-79.348,0.014,5
POINT(-79.49979 43.68782),43.688,-79.5,0.015,5
POINT(-79.40182 43.64834),43.648,-79.402,0.007,5
POINT(-79.26229 43.71256),43.713,-79.262,0.017,5
POINT(-79.52171 43.61845),43.618,-79.522,0.017,6
POINT(-79.55637 43.62646),43.626,-79.556,0.002,6
POINT(-79.31267 43.68606),43.686,-79.313,0.006,6
POINT(-79.51839 43.75687),43.757,-79.518,0.017,6
POINT(-79.37415 43.64972),43.65,-79.374,0.008,6
POINT(-79.47451 43.69161),43.692,-79.475,0.007,7
POINT(-79.30817 43.74256),43.743,-79.308,0.027,7
POINT(-79.42194 43.74007),43.74,-79.422,0.01,7
POINT(-79.52527 43.71263),43.713,-79.525,0.103,8
POINT(-79.28753 43.74686),43.747,-79.288,0.016,9
POINT(-79.28512 43.72858),43.729,-79.285,0.063,10
POINT(-79.33752 43.7177),43.718,-79.338,0.019,10
POINT(-79.44095 43.67291),43.673,-79.441,0.029,12
POINT(-79.26265 43.80881),43.809,-79.263,0.078,15
POINT(-79.35047 43.71675),43.717,-79.35,0.024,16
POINT(-79.53899 43.61546),43.615,-79.539,0.004,17
POINT(-79.2685 43.77873),43.779,-79.268,0.002,20
POINT(-79.3671 43.67939),43.679,-79.367,0.014,21
POINT(-79.56668 43.70405),43.704,-79.567,0.06,21
POINT(-79.5363 43.72985),43.73,-79.536,0.023,22
POINT(-79.33802 43.71845),43.718,-79.338,0.052,23
POINT(-79.5763 43.67977),43.68,-79.576,0.003,28
POINT(-79.43605 43.69881),43.699,-79.436,0.033,85
POINT(-79.34541 43.65184),43.652,-79.345,0.062,75
POINT(-79.37706 43.76496),43.765,-79.377,0.02,265
POINT(-79.54167 43.61512),43.615,-79.542,0.031,280
POINT(-79.24367 43.80844),43.808,-79.244,0.021,31
POINT(-79.53503 43.61605),43.616,-79.535,0.018,141
POINT(-79.53624 43.7535),43.754,-79.536,0.038,217
POINT(-79.28753 43.72761),43.728,-79.288,0.092,177
POINT(-79.26487 43.72516),43.725,-79.265,0.223,62
POINT(-79.62518 43.74033),43.74,-79.625,0.564,35
POINT(-79.36089 43.68675),43.687,-79.361,0.008,31
POINT(-79.5775 43.677),43.677,-79.577,0.004,85
POINT(-79.51426 43.71695),43.717,-79.514,0.008,134
POINT(-79.49251 43.72014),43.72,-79.493,0.126,1453
POINT(-79.53876 43.71264),43.713,-79.539,0.047,1102
POINT(-79.28389 43.72207),43.722,-79.284,0.068,3
POINT(-79.38941 43.69998),43.7,-79.389,0.012,3
POINT(-79.45187 43.73864),43.739,-79.452,0.002,3
POINT(-79.4316 43.67464),43.675,-79.432,0.005,3
POINT(-79.36289 43.76428),43.764,-79.363,0.002,3
POINT(-79.38145 43.64334),43.643,-79.381,0.008,3
POINT(-79.59636 43.68855),43.689,-79.596,0.015,3
POINT(-79.3523 43.66545),43.665,-79.352,0.005,3
POINT(-79.45615 43.71935),43.719,-79.456,0.005,3
POINT(-79.33456 43.76757),43.768,-79.335,0.002,3
POINT(-79.46325 43.66847),43.668,-79.463,0.024,4
POINT(-79.36583 43.65072),43.651,-79.366,0.008,5
POINT(-79.52823 43.62604),43.626,-79.528,0.007,6
POINT(-79.41779 43.72774),43.728,-79.418,0.01,6
POINT(-79.25348 43.77929),43.779,-79.253,0.01,7
POINT(-79.24547 43.75637),43.756,-79.245,0.011,7
POINT(-79.3052 43.77151),43.772,-79.305,0.008,8
POINT(-79.33812 43.76504),43.765,-79.338,0.007,9
POINT(-79.41125 43.63744),43.637,-79.411,0.004,11
POINT(-79.38248 43.64682),43.647,-79.382,0.014,12
POINT(-79.42231 43.63467),43.635,-79.422,0.005,14
POINT(-79.57023 43.76043),43.76,-79.57,0.056,14
POINT(-79.46504 43.75781),43.758,-79.465,0.017,15
POINT(-79.38536 43.64905),43.649,-79.385,0.016,16
POINT(-79.56247 43.74787),43.748,-79.562,0.03,16
POINT(-79.58961 43.74122),43.741,-79.59,0.015,16
POINT(-79.24659 43.78517),43.785,-79.247,0.055,17
POINT(-79.3321 43.73725),43.737,-79.332,0.004,19
POINT(-79.47001 43.78526),43.785,-79.47,0.059,19
POINT(-79.4754 43.69069),43.691,-79.475,0.013,20
POINT(-79.30054 43.76059),43.761,-79.301,0.019,20
POINT(-79.48248 43.72863),43.729,-79.482,0.025,21
POINT(-79.45157 43.7002),43.7,-79.452,0.033,23
POINT(-79.37939 43.65217),43.652,-79.379,0.018,24
POINT(-79.36437 43.65493),43.655,-79.364,0.021,27
POINT(-79.25172 43.77309),43.773,-79.252,0.027,27
POINT(-79.36605 43.64658),43.647,-79.366,0.033,217
POINT(-79.54448 43.61418),43.614,-79.544,0.033,53
POINT(-79.48932 43.72075),43.721,-79.489,0.005,73
POINT(-79.33591 43.75918),43.759,-79.336,0.008,44
POINT(-79.48952 43.6869),43.687,-79.49,0.031,40
POINT(-79.45366 43.63861),43.639,-79.454,0.006,34
POINT(-79.4932 43.77193),43.772,-79.493,0.4,513
POINT(-79.29296 43.71977),43.72,-79.293,0.518,34
POINT(-79.42959 43.71838),43.718,-79.43,0.074,78
POINT(-79.48835 43.76449),43.764,-79.488,0.041,88
POINT(-79.55383 43.71231),43.712,-79.554,0.038,30
POINT(-79.47028 43.78697),43.787,-79.47,0.024,46
POINT(-79.55979 43.63714),43.637,-79.56,0.004,32
POINT(-79.43205 43.73685),43.737,-79.432,0.148,1916
POINT(-79.2948 43.74553),43.746,-79.295,0.027,77
POINT(-79.41949 43.6355),43.636,-79.419,0.013,41
POINT(-79.52397 43.64669),43.647,-79.524,0.004,3
POINT(-79.55217 43.63113),43.631,-79.552,0.003,3
POINT(-79.56087 43.64645),43.646,-79.561,0.004,3
POINT(-79.21933 43.77926),43.779,-79.219,0.012,3
POINT(-79.61998 43.71916),43.719,-79.62,0.001,3
POINT(-79.47567 43.68178),43.682,-79.476,0.009,3
POINT(-79.17506 43.76768),43.768,-79.175,0.049,3
POINT(-79.32597 43.76796),43.768,-79.326,0.001,3
POINT(-79.34017 43.66837),43.668,-79.34,0.004,3
POINT(-79.40477 43.64933),43.649,-79.405,0.008,3
POINT(-79.57584 43.64255),43.643,-79.576,0.005,3
POINT(-79.3385 43.69586),43.696,-79.338,0.01,3
POINT(-79.47826 43.62992),43.63,-79.478,0.002,3
POINT(-79.54697 43.63928),43.639,-79.547,0.007,3
POINT(-79.34639 43.807),43.807,-79.346,0.001,3
POINT(-79.35862 43.6713),43.671,-79.359,0.003,3
POINT(-79.55244 43.76102),43.761,-79.552,0.012,4
POINT(-79.49479 43.67401),43.674,-79.495,0.012,4
POINT(-79.58406 43.67116),43.671,-79.584,0,4
POINT(-79.46327 43.66164),43.662,-79.463,0.017,4
POINT(-79.37939 43.65037),43.65,-79.379,0.011,4
POINT(-79.2684 43.73322),43.733,-79.268,0.056,5
POINT(-79.31882 43.76634),43.766,-79.319,0.005,5
POINT(-79.48709 43.68746),43.687,-79.487,0.016,5
POINT(-79.43601 43.63705),43.637,-79.436,0.005,6
POINT(-79.41976 43.68276),43.683,-79.42,0.014,6
POINT(-79.41372 43.77993),43.78,-79.414,0.017,6
POINT(-79.42227 43.6866),43.687,-79.422,0.012,6
POINT(-79.35061 43.79362),43.794,-79.351,0.017,6
POINT(-79.56002 43.70209),43.702,-79.56,0.002,7
POINT(-79.39508 43.63715),43.637,-79.395,0.017,7
POINT(-79.38497 43.65879),43.659,-79.385,0.012,7
POINT(-79.39839 43.70678),43.707,-79.398,0.006,7
POINT(-79.29993 43.80049),43.8,-79.3,0.038,9
POINT(-79.2381 43.79231),43.792,-79.238,0.008,9
POINT(-79.6255 43.73344),43.733,-79.625,0.013,10
POINT(-79.52373 43.73707),43.737,-79.524,0.009,11
POINT(-79.4752 43.69649),43.696,-79.475,0.022,11
POINT(-79.273 43.77307),43.773,-79.273,0.013,13
POINT(-79.54323 43.75539),43.755,-79.543,0.071,14
POINT(-79.33939 43.77295),43.773,-79.339,0.01,14
POINT(-79.26142 43.77018),43.77,-79.261,0.013,15
POINT(-79.53336 43.70743),43.707,-79.533,0.019,16
POINT(-79.30684 43.76986),43.77,-79.307,0.001,16
POINT(-79.48289 43.68876),43.689,-79.483,0.019,17
POINT(-79.24285 43.81138),43.811,-79.243,0.013,17
POINT(-79.39579 43.64676),43.647,-79.396,0.019,19
POINT(-79.53903 43.67974),43.68,-79.539,0.015,19
POINT(-79.54827 43.61485),43.615,-79.548,0.007,23
POINT(-79.5554 43.62492),43.625,-79.555,0.003,24
POINT(-79.40685 43.75481),43.755,-79.407,0.003,28
POINT(-79.46631 43.76612),43.766,-79.466,0.037,28
POINT(-79.61982 43.74162),43.742,-79.62,0.063,28
POINT(-79.41816 43.74565),43.746,-79.418,0.006,110
POINT(-79.34811 43.76712),43.767,-79.348,0.005,35
POINT(-79.40717 43.80082),43.801,-79.407,0.208,87
POINT(-79.33289 43.74544),43.745,-79.333,0.008,30
POINT(-79.35826 43.70713),43.707,-79.358,0.59,36
POINT(-79.33857 43.76749),43.767,-79.339,0.003,31
POINT(-79.35374 43.76646),43.766,-79.354,0.009,84
POINT(-79.53335 43.71384),43.714,-79.533,0.008,182
POINT(-79.34081 43.7813),43.781,-79.341,0.016,91
POINT(-79.25594 43.77121),43.771,-79.256,0.091,44
POINT(-79.4659 43.63695),43.637,-79.466,0.014,66
POINT(-79.56048 43.63857),43.639,-79.56,0.004,29
POINT(-79.52944 43.7145),43.715,-79.529,0.023,139
POINT(-79.40988 43.75796),43.758,-79.41,0.018,52
POINT(-79.30406 43.77023),43.77,-79.304,0.003,35
POINT(-79.34257 43.78939),43.789,-79.343,0.009,33
POINT(-79.5238 43.71622),43.716,-79.524,0.004,39
POINT(-79.57483 43.68236),43.682,-79.575,0.005,84
POINT(-79.5516 43.61676),43.617,-79.552,0.018,227
POINT(-79.39351 43.64249),43.642,-79.394,0.022,49
POINT(-79.41721 43.74605),43.746,-79.417,0.001,3
POINT(-79.3991 43.65566),43.656,-79.399,0.003,3
POINT(-79.532 43.7351),43.735,-79.532,0.006,3
POINT(-79.58595 43.69898),43.699,-79.586,0.002,3
POINT(-79.27483 43.71344),43.713,-79.275,0.01,3
POINT(-79.26519 43.71565),43.716,-79.265,0.005,3
POINT(-79.54228 43.64021),43.64,-79.542,0.021,3
POINT(-79.42656 43.77723),43.777,-79.427,0.014,3
POINT(-79.37981 43.65639),43.656,-79.38,0.004,3
POINT(-79.47262 43.76757),43.768,-79.473,0.011,3
POINT(-79.46513 43.67894),43.679,-79.465,0.005,3
POINT(-79.52007 43.77588),43.776,-79.52,0.006,3
POINT(-79.42872 43.71537),43.715,-79.429,0.004,3
POINT(-79.44192 43.67523),43.675,-79.442,0.008,3
POINT(-79.27967 43.76353),43.764,-79.28,0.004,4
POINT(-79.45263 43.66543),43.665,-79.453,0.018,4
POINT(-79.38685 43.70012),43.7,-79.387,0.008,4
POINT(-79.29154 43.72661),43.727,-79.292,0.014,4
POINT(-79.48721 43.62707),43.627,-79.487,0.007,5
POINT(-79.55697 43.71699),43.717,-79.557,0.018,5
POINT(-79.4826 43.62765),43.628,-79.483,0.001,5
POINT(-79.30087 43.76176),43.762,-79.301,0.005,6
POINT(-79.58579 43.69735),43.697,-79.586,0.007,6
POINT(-79.2981 43.71388),43.714,-79.298,0.012,6
POINT(-79.18874 43.7685),43.769,-79.189,0.005,6
POINT(-79.33587 43.71414),43.714,-79.336,0.007,6
POINT(-79.39351 43.76532),43.765,-79.394,0.011,6
POINT(-79.30124 43.77122),43.771,-79.301,0.001,6
POINT(-79.33815 43.69991),43.7,-79.338,0.002,7
POINT(-79.56788 43.71147),43.711,-79.568,0.021,7
POINT(-79.51565 43.74933),43.749,-79.516,0.012,7
POINT(-79.30874 43.73966),43.74,-79.309,0.014,7
POINT(-79.41169 43.71245),43.712,-79.412,0.015,7
POINT(-79.4002 43.68369),43.684,-79.4,0.01,7
POINT(-79.39616 43.70722),43.707,-79.396,0.017,8
POINT(-79.55122 43.61364),43.614,-79.551,0.001,9
POINT(-79.26154 43.79614),43.796,-79.262,0.01,9
POINT(-79.48654 43.69495),43.695,-79.487,0.008,9
POINT(-79.43178 43.63807),43.638,-79.432,0.024,9
POINT(-79.43174 43.69969),43.7,-79.432,0.01,9
POINT(-79.55298 43.71094),43.711,-79.553,0.012,11
POINT(-79.53704 43.71549),43.715,-79.537,0.018,15
POINT(-79.40167 43.80212),43.802,-79.402,0.052,16
POINT(-79.42769 43.79647),43.796,-79.428,0.04,16
POINT(-79.56105 43.61324),43.613,-79.561,0.026,17
POINT(-79.51125 43.68376),43.684,-79.511,0.011,17
POINT(-79.33838 43.77139),43.771,-79.338,0.005,18
POINT(-79.30945 43.76914),43.769,-79.309,0.002,20
POINT(-79.39459 43.76157),43.762,-79.395,0.002,20
POINT(-79.3922 43.67431),43.674,-79.392,0.042,21
POINT(-79.44678 43.71549),43.715,-79.447,0.021,23
POINT(-79.30179 43.76478),43.765,-79.302,0.025,26
POINT(-79.55943 43.62751),43.628,-79.559,0.016,28
POINT(-79.55427 43.60971),43.61,-79.554,0.006,40
POINT(-79.41972 43.79802),43.798,-79.42,0.038,45
POINT(-79.27394 43.71367),43.714,-79.274,0.106,43
POINT(-79.44591 43.6852),43.685,-79.446,0.038,30
POINT(-79.43753 43.73362),43.734,-79.438,0.021,274
POINT(-79.59071 43.70672),43.707,-79.591,0.106,123
POINT(-79.50587 43.71783),43.718,-79.506,0.007,134
POINT(-79.52232 43.73736),43.737,-79.522,0.176,87
POINT(-79.54183 43.74946),43.749,-79.542,0.129,44
POINT(-79.3096 43.7424),43.742,-79.31,0.024,41
POINT(-79.50334 43.71815),43.718,-79.503,0.004,73
POINT(-79.5401 43.74169),43.742,-79.54,0.171,99
POINT(-79.55132 43.6782),43.678,-79.551,0.006,3
POINT(-79.42498 43.64946),43.649,-79.425,0.004,3
POINT(-79.57364 43.66996),43.67,-79.574,0.001,3
POINT(-79.4104 43.67691),43.677,-79.41,0.004,3
POINT(-79.40542 43.73848),43.738,-79.405,0.014,3
POINT(-79.26381 43.82472),43.825,-79.264,0.025,3
POINT(-79.29915 43.8061),43.806,-79.299,0.011,3
